VISIT_AREA_TYPE_CD,VISIT_AREA_NM
1,귀덕바다 투명카약
11,제주 육로
24,엠스테이 펜션
11,요술 식탁
10,은인마켙
10,달리센트
13,동일리 포구 돌고래 탐사
10,누누상점
10,제주 국제공항
24,NH농협은행 제주수련원
3,여미지식물원
1,돌 깨 동산
11,노랑꼬리
24,제주에 코스 위츠
11,흑사돈 본점
24,프리 폴링
24,퓨어 스테이
11,감 따 담
13,중문 승마공원
11,만복 반미 서귀포올레시장점
10,김가네 청과
11,소린이네 횟집
3,서귀포관광극장
10,섭공방
11,동완 식당
10,춘식이와 옥희
11,다이소 용담점
24,일루아
24,오케이 모텔
9,한국도심공항 수락 터미널
11,중문 맛집 중문킹돈흑돼지
10,인카페 온 더 비치
11,리치망고 월정점
11,후룩
10,신해조식당
11,조근아 지망 식당
7,동복 관광체험어장
11,제주 회 포장
22,신논현역 9호선
9,김해국제공항 국내선청사 출발층
13,제주 다원 녹차 미로공원
11,김정자 김밥
24,스테이 얼라이브
1,공세 밀밭 담길
12,라온 소아청소년과 의원
10,한마음 정육 식당 제주 이도 점
10,제주축산농협 아라지점
24,로그밸리 펜션
4,풍차로 가는 길
5,신창풍차 전기자전거
4,플로 웨이브
10,S BAR
7,문도지오름
11,알돈가
11,템포
10,해랑 소아청소년과 의원
5,서귀포 잠수함
7,서귀포 신례리 바다 앞
4,산 물통 회수산
24,도록도록
24,까만돌멩이
24,도록도 록
12,하나 렌터카
4,김녕 삼촌 카페
11,서귀포괸당네
13,아토 도예 공방
11,뽕끼랑
11,김해공항 한스푼
9,롯데면세점 제주공항점
24,네이처트레일
10,와인 가게 바나나
4,마농 치킨 본점
24,더스페이스 블루강정
24,씨사이드뷰 펜션
11,맘스터치 종로 대학로점
11,돈떵이 용담점
24,수스테이
11,자연으로
13,우도
11,샌드 베베
13,한라산 11고지
24,피노&키오
11,오스모시스
11,제주 모스
24,마로 펜션
11,제주 협재 오야
11,행복이네
4,모아이
24,함덕 2층 집
13,세기알 해변
24,함덕 이층집
4,도르멍쉼팡
11,이스턴 파트
10,컴포터블
11,퐁낭그늘
10,한경농협 조수 지점
24,모리다락방 펜션
11,돈방석수산
12,세븐일레븐 서귀포 엉또폭포점
24,제주 라포즈 펜션
4,신비의도로
11,쇼고 스시
4,금복식당
11,제일 수산횟집
13,소천지
13,강정천 유원지
11,올레 차이나타운
13,도리빨(지명-스노클링 명소)
1,군산오름 전망대
11,버거 37 협재점
5,그랜드 조선 제주
11,두리둠비
11,선명 전복 돌솥 전문점
11,성산 카페 브런치 어반정글 부얀트무드
11,바램 소주방
5,비진도
11,서울 삼겹살
11,멕시칸치킨 항남점
11,dklee
7,스냅사진 명소
24,스테이느긋 제주
10,탐라는 족족
11,제주 푸줏간
11,산방산 맛집 제주 할망 밥상
4,강진 농수산
10,해맞이 주유소
11,양 씨네 제주전복 칼국수 본점
1,한담공원
1,금능석물원
11,착한 제주고등어
3,포토이즘박스 제주동문시장점
1,제주 성읍마을
11,우도 예쁘다
11,비자 분식 카페
13,수용 배낚시
11,놀멍쉬멍 카페테리아
13,황위치해변
11,부지깽이
11,순풍 해장국 이도점
11,홀리싯커피서플라이
24,모리스테이
11,3년 할미 닭발 대정 모슬포점
11,한 우리 순대
24,쉼의 숲
11,착한 괴기
11,한울이네
24,헤르츠 호텔
24,동백 바다펜션
7,고산 일과 해안 도로
12,용마 마을
11,이 삼국
1,신흥리 방파제
11,안세미가든
1,가시리 국산화 풍력발전 단지
11,나이체 Nyitse
9,아라동 주차장
10,아라 안경
12,서부농업기술센터
11,요유나 커피
11,형제 술상
11,제주 몽테
11,김녕미항
11,라메르
4,수복강녕
22,수목원인 트레 빌
11,뽕이네가 재기
11,돈고팡 본점
12,케이팝스타코인노래방
11,시청 통닭
13,제주 해양레저사계
11,제주도 모슬포엘피와인바
9,우도 순환버스
4,우도 i
4,일출 나라
11,바보라면
11,이카 부두인 제주
7,한림공원
5,대유 ATV 수렵 사격랜드
24,나인브리지 CC
11,소담 명가 찰 솥밥
12,뉴대한 렌터카
4,흑돼지 철판구이
10,세븐일레븐 서귀포 라마다점
24,제주 애월 커플 가족 더 펜션
11,애월찜
13,도시해녀
7,어영소공원
7,용담 이호 해안도로
11,맥도날드 광주 쌍촌 DT 점
24,후네 미니
7,수월봉 전기자전거
11,행운 흑돼지 전문점
4,에듀시티 상가
11,르
24,시드니 모텔
11,모캄보 울릉 천부점
1,천부해 중전 망대
11,광장 반점
24,풍경채 펜션
4,울릉 공작소
7,나리분지
11,숲크니 커피
11,고맨디즈
11,정애 식당
11,글린
4,봉래폭포 휴게소
3,독도박물관
11,우산국 초밥
4,아리랑 김밥
11,아리랑 칼국수
10,울릉 주유소
10,울라 웰컴하우스
24,스테이 숲이되는시간
24,제주촌캉스
12,함덕 하나로 약국
10,일출 나라
10,세븐일레븐 서귀포 성산한도점
7,성산 해안 도로
11,성산 해녀 짬뽕
10,성산일출봉 휴게소 식당 마트
11,그랜마스 아라직영점
4,와인창고 본점
24,더비치펜션
11,가죽면 제주 삼화점
24,고내 111
7,고내포구
4,수유동
7,이호 테우 등대
4,비타민국수
12,한림셀플러스워시큐브&수카페테라스
4,볼륨
11,파노 카페
4,카페훤
11,우도 특별시
4,리치망고 협재점
4,제주 만주
4,제주 옛날 통닭
11,동백 별장
24,자연애리브 레지던스
11,타고 봉
13,히피웅 농장
6,비블리아성서식물원
11,플랏포커피
11,오일 등 식당
23,빌리가
1,이호 일동 버베나 꽃밭
7,용두암 공영주차장
10,GS25 제주동문점
4,신화 테라스
13,해녀의 부엌 북촌점
24,까사 로마 호텔
7,산방산 랜드
11,영일
10,천진 낭만
1,동배니 구석 포구
10,CU 제주 우도 점
10,빛나는 산호점
1,우도물들이 해녀의 집
13,탑다니탑망대
10,제주도 품관
9,E1 제주공항 lpg 충전소
9,제주 국제공항 A 주차장
9,우도해운
24,스테이수산 펜션
4,제주동 마트
24,스테이 수산 펜션
11,등경돌 식당 제주 성산 일출봉점
11,고도 5
11,더브런치 콘셉트
5,언더더씨
11,라온호텔 리조트
10,제주현대미술관
11,오레노카츠 제주 협재점
4,코앞에 바다
11,벨아벨 카페
24,바다다 펜션
11,오름 마켓
24,아스타 호텔
11,스타벅스 제주 시청점
12,제동목장 입구 교차로
3,동뜬 식당
12,셀프스튜디오 모멘트
1,해안 도로 어딘가
11,보토 카페
11,맛있수다
11,태하 횟집
24,녹고뫼 휴양펜션 제주 캠핑장
11,볕이드는곳벧디
4,담백
11,바비큐 공장
11,두가시의 부엌
10,칠링 아웃 숍 제주 중문점
11,듀크서프 비스트로
11,코미세
24,중문 시티 호텔
3,중문 팡팡 노래연습장
11,다쿠미
5,검멀레해변
24,로비나발리 168
5,서빈백사
1,돌고래 스폿
9,청주국제공항 제2주차장
4,광명식당
24,그리너리 빌리지
11,천돈가
5,더블유
11,물꼬 해녀의 집
24,꽃하르방 게스트하우스
13,J611 제트스키
13,한화리조트 제주 테라피센터
11,켄싱턴리조트 서귀포 카페 더 모닝
11,중섭의 집
11,센트로
11,JW 메리어트 제주리조트 스파 더 플라잉 호그
11,카페 돈내코로 95
1,녹산로
1,동쪽 송당 동화마을
2,선림사
1,샛도 피물
12,제주 이호랜드
4,본 카페 애월
2,"산방사.보문사,산방굴사,소색채본"
11,고향 제주본점 
3,제주 아리랑 혼
6,제주민속촌 귀몽
9,우도 성산 유람선
11,달래향 세화점
13,제주 라프 라이프 족욕
1,함덕해수욕장 백가네 제주 한상
10,탱글
11,쓰시마 타네
1,올레길 4코스(표선-남원 올레)
24,나영 나영 게스트하우스
24,자유로운 사색가 게스트하우스
11,마라도 별장 식당
11,카페멘도롱
24,제주 공감 게스트하우스
11,청루 봉평 메밀막국수 전문점
7,수월봉
23,회사
9,김해공항
24,호텔 조이
24,소곤소곤
5,제주 웨이브 서핑
1,11고지 휴게소 주차장
11,우도 바라기
11,우도 이야기
3,밤수지맨드라미
11,24시 용산 원조 감자탕
24,울릉 크루즈 투어
11,모시게 식당
24,죽암 스테이
13,혜림원
2,독도박물관
12,피닉스 제주 섭지코지 수영장
11,탐나는 문어 하도점
12,김녕 용암해수사우나
7,델문도 김녕점
11,오프더레코드 제주
11,휘닉스 제주 모들
13,피닉스 제주 유민 미술관
11,항아리 조림
6,테디베어뮤지엄 제주점
13,스타벅스 제주 중문점
10,CU 제주공항 국내 선점
10,CU 제주 애월 한 담점
1,애월 한 담 산책로
11,제주 기와
1,도두봉 무지개 해안도로
10,제주 에인절 렌터카
11,비양도 해녀의 집
11,옛날통닭 닭치고 족치고 함덕점
24,캠프 올레
11,운치 협재갈치 전문점
12,패밀리 렌터카 본사
11,이가 이
11,속솜
1,해녀 불 턱
10,CU 제주함덕서우봉점
12,안덕 하나주유소
12,성안 주유소
12,신양섭지해수욕장
11,돌모루
7,성판악 주차장
11,대화로 한식뷔페
12,푸르지오 모델하우스
24,두베 하우스
12,크라우드 pc 중앙로점
24,퐁낭에염 언덕집
11,빈 계절
3,제주 돌 문화공원
12,월드 식자재마트 표선점
4,트레블러커페와투어
11,제주 침 시술소 바
3,롯데시네마 제주 아라
11,불타는 갈매기 아라점
4,촌 닭 숯불 바비큐 방화점
24,개화산 랜드
10,제주 곳집
11,오늘 와인 한 잔 노형점
13,마치공방
10,Anomato poiea
10,핸드메이드 라이프
11,카페 숲 숲
24,월영 사계
7,군산오름 등산로 입구
4,포토 아이브
22,소사벌 더 숍마스터 뷰 아파트
11,흑돼지가 노는 집
1,천지연
23,더세이프 렌터카
11,정인이네 국수냐 국밥이냐
11,디저트 팩토리 쇠소깍점
11,둠비정원
11,제주 공감
11,탐라 가든
11,플로트 제주
6,에스 츄어 인피니티풀
11,Bar le (인피니티 풀 사이드바)
7,제주 올레길 8코스
1,정상회담 공동 기자회견 장소
1,쉬리의 언덕
1,자생식물원 동물원
1,바다 전망대 제주
1,바다계단
1,중문해수욕장
1,숨비낭길
11,Confetti 콘페리 (파르나스 호텔 뷔페)
5,에스 츄어 인피니티풀
11,폰드 메르
11,콘페리 (호텔 뷔페)
13,풍차 라운지 방문
7,파르나스 호텔 산책로
1,제주 녹차밭
22,시할머니 댁 방문
10,파리바게뜨 제주 인제점
22,시할머니 댁
24,평대 베를린 게스트하우스
10,선셋 봉고
10,종달리엔 심야 식당
11,늘보의 작업실
10,제주 창고
10,부흥상회
10,모리아 상점
10,어나더 우드 스토어
11,섬이 고래
4,금능반지하
1,법환포구 근처
11,미남미녀 카페
11,벳내린
11,부언
1,이승이오름
1,애월 돌고래 전망대
24,수네 민박
11,오래된 구름
11,뽀르또카페Porto Caffe
24,앳코너
3,소라의 성
11,와랑와랑
4,점 jeom
11,제주 육림
11,우미지 베이커리
24,제주와 봄
10,CU 제주 설촌 노점
10,다이소 제주 화북점
11,맛짱 김밥
9,한림항도선대합실
11,쉼 그대 머물다
12,비양도항
10,쥬데마르카
24,노매드인 제주
12,준코 뮤직타운 제주 시청 1호점
11,일리카페 김포공항 본점
5,넌걸어 난탈래
24,오랜 제주 선화 집
11,카페 동백
9,덕정역 1호선
11,전주집
3,마일스
10,CU 제주고 내올레 점
24,바다와 자전거
12,아이 조팝 액트 몬 중문점
11,구쟁기가 김밥속에 본점
9,블루 렌터카
9,포켓몬 팝업스토어
11,드링킹 타이거
10,설탕 후루
10,에이스 주유소
24,메이더호텔
11,명리도 식당 구좌 직영점
4,제주 소품 숍 모이소
10,도두 셀프주유소
11,파스쿠찌 제주 봉개 DI 점
4,금오름
1,제주 동행 아이맥스 제주점
10,세븐일레븐 제주한림해안로점
24,스카이 호텔
2,제주성안교회
11,고치올레
11,교촌치킨 봉천 1호점
12,제주 라인 스쿠터
11,심박돈 숙성 흑돼지
12,천진 바이크
11,피넛 아일랜드
9,천진 바이크
4,아침미소목장
10,제주벨미 협재점
11,충무 홍만선 할미 김밥 협재점
7,노을해안로
11,제주시 애월읍 비거리
12,성화 주유소
24,리움 아일랜드
11,도우보이
4,올래국수 본점
11,놀놀 플레이그라운드 카페
1,고성리 해수욕장
24,모이 헤이
10,제주 약수터 올레시장점
13,싸다 바이크
11,우도 꽃길
1,우도 바라기 앞 해변
11,우도 아이스크림 연구소
11,섭지코지 해녀 밥상
24,양이 주택
12,산방산 탄산온천 주차장
11,고등어 쌈밥
11,피그누들숩
11,8997버거
1,샤이니 숲길
1,위미 웨이
11,두도 레스토랑
12,사계리 사진관
10,사계 생활
11,고파진
11,한 울타리 한우
4,청춘당 꽈배기 서부점
11,중문 솥뚜껑
12,CU 중문 오션힐스점
12,세븐일레븐 제주 행원사거리점
10,마켓 제주
9,SK 행복충전 제주 오케이 충전소
7,다이소 용담점
9,호텔 골든 테이지 주차장
11,20세기 소년
24,제주 민박 탐탐 56
11,오늘 종달
2,다랑쉬 오름
11,우연히 그곳
11,세화바당
11,달팽이 식당
24,하도 생각나
11,돌담 칼국수 세화점
11,숙성도 FB
11,명품 전통육개장
10,좋아 렌터카
11,제주에타
24,오션블루 호텔
11,쏠리 브리즈
7,더클리프
4,선물고팡 중문점
11,육지것들
9,수원 광교 박물관
11,동성 식당
5,스마일 코리아 서귀포지점
11,영자네 국밥
10,세븐일레븐 제주 행원해안로점
11,떡하니문어떡볶이
12,제주 렌터카 본사
5,금당 목장 ATV
11,앤트힐 브런치바
4,제주도 품관
11,피자 굽는 돌하르방 본점
11,푸른 솔샘
13,도두동 무지개 해안도로
11,미띠뽀
24,드렌도트
11,카페리가
4,한림공원 쌍용각 휴게소
11,우스 커피
4,편운산장
12,9.81파크
4,조선 델리
24,탑스 테인 리스강 빌라드 애월 제주
13,곽지해수욕장
10,썬 렌터카
11,카페돗돗헌
11,당포 회센터
11,다미진 횟집
11,더벤티 해비치리조트점
11,MARGAUX(해비치호텔 내 베이커리)
1,조랑말 체험공원
11,플레이팅 제주 국제공항 4층점
11,어반브루잉
11,서플라이 조지
11,용기
10,나일론 책방
12,랩툰
9,조이 렌터카
24,제주 팜파스 펜션
4,좋아 렌터카
11,봉자매
13,레이저 서바이벌 M
11,은갈치
10,하루 필름 제주 애월점
11,짐 바란 비치 카페
11,라움이즈
5,서귀포 제트보트
11,호호카츠 김포공항점
1,건승원
2,서림 연대
11,바다식당
1,영락리 앞바다 돌고래 관람 가능 해안도로
24,메이플 호텔
5,꽃길만걷자 애월점
24,사필귀덕
12,곽지 마트
10,다연상회
4,제주 삼촌네 전복 김밥
4,하시마끼
4,봉목장
11,미상
11,건 밥 보리밥
5,스쿠터 이야기
13,해녀 다방
11,BHC치킨 제주 협재점
2,산방굴 선원
24,쉬다 가게
23,레인보 모빌리티
11,칠돈가 유수암점
13,명월 국민학교
11,제주 개 생활연구소
10,윤꽈배기
4,액트몬 제주 중문점
11,국수나무 광주 유스퀘어점
11,신의한모
9,아랑조을거리 공영주차장
10,CU 서귀포 프리미엄점
10,세븐일레븐 서귀포 엠스테이점
10,고득고득
10,쇠소깍 농산물 직판장
4,곰만 식당
4,동문 장인의 집
11,제주에 꼬치다
11,만덕 상회
10,유신 종합마트
12,극동주유소
11,오도롱 국수
24,게으른 하루
7,해맞이 해안로
24,트립인
10,올레 파머스 월정점
11,월정 해변 식당
24,선녀 민박
2,향사당
9,롯데호텔 제주
11,카펫을 리
11,함덕 뚝배기
11,컴포즈커피 제주 함덕점
11,바당 모살
10,북케이션
5,다라요가 스튜디오
13,제주 오름 승마랜드
11,horsebird
11,호맥 일도점
3,해녀의 부엌 북촌점
11,선우 수산
10,GS25 함덕 골든 튤립점
10,장인 더 카페 제주점
11,제주 동북 해녀 식당
24,여름이네 민박
11,애월 브금
12,광주 기아 챔피언 스피드
24,카이 리조트 수영장
24,어반트리 펜션
11,베지근국수
24,어랑이 오리지널
4,한림민속 오일시장 공영주차장
2,천주교 제주교구 용수성지
